checkpoint	arm	metrics
P06/53	Mpower	 [Mpower p=0.31839 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.31839 dcount=0] [Mpower p=0.422363 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.422363 dcount=0]
P06/54	Mpower	 [Mpower p=0.894348 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.894348 dcount=0] [Mpower p=0.0695801 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0695801 dcount=0]
P06/55	Mpower	 [Mpower p=0.31778 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.31778 dcount=0] [Mpower p=0.919189 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.919189 dcount=0]
P06/56	Mpower	 [Mpower p=0.412537 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.412537 dcount=0] [Mpower p=0.79126 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.79126 dcount=0]
P06/57	Mpower	 [Mpower p=0.87204 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.87204 dcount=0] [Mpower p=0.0251465 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0251465 dcount=0]
P06/58	Mpower	 [Mpower p=0.88678 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.88678 dcount=0] [Mpower p=0.854736 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.854736 dcount=0]
P06/59	Mpower	 [Mpower p=0.28476 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.28476 dcount=0] [Mpower p=0.943359 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.943359 dcount=0]
P06/60	Mpower	 [Mpower p=0.296936 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.296936 dcount=0] [Mpower p=0.932861 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.932861 dcount=0]
P06/61	Mpower	 [Mpower p=0.973663 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.973663 dcount=0] [Mpower p=0.105957 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.105957 dcount=0]
P06/62	Mpower	 [Mpower p=0.857605 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.857605 dcount=0] [Mpower p=0.572266 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.572266 dcount=0]
P06/63	Mpower	 [Mpower p=0.763641 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.763641 dcount=0] [Mpower p=0.651123 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.651123 dcount=0]
P06/64	Mpower	 [Mpower p=0.186829 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.186829 dcount=0] [Mpower p=0.454834 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.454834 dcount=0]
P07/1	Mpower	 [Mpower p=0.510284 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.510284 dcount=0] [Mpower p=0.142822 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.142822 dcount=0]
P07/2	Mpower	 [Mpower p=0.91571 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.91571 dcount=0] [Mpower p=0.845215 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.845215 dcount=0]
P07/3	Mpower	 [Mpower p=0.214111 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.214111 dcount=0] [Mpower p=0.526123 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.526123 dcount=0]
P07/4	Mpower	 [Mpower p=0.917145 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.917145 dcount=0] [Mpower p=0.331543 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.331543 dcount=0]
P07/5	Mpower	 [Mpower p=0.228363 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.228363 dcount=0] [Mpower p=0.430176 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.430176 dcount=0]
P07/6	Mpower	 [Mpower p=0.917694 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.917694 dcount=0] [Mpower p=0.866211 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.866211 dcount=0]
P07/7	Mpower	 [Mpower p=0.775726 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.775726 dcount=0] [Mpower p=0.957764 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.957764 dcount=0]
P07/8	Mpower	 [Mpower p=0.936981 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.936981 dcount=0] [Mpower p=0.173096 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.173096 dcount=0]
P07/9	Mpower	 [Mpower p=0.476898 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.476898 dcount=0] [Mpower p=0.118652 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.118652 dcount=0]
P07/10	Mpower	 [Mpower p=0.146301 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.146301 dcount=0] [Mpower p=0.849365 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.849365 dcount=0]
P07/11	Mpower	 [Mpower p=0.805969 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.805969 dcount=0] [Mpower p=0.120605 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.120605 dcount=0]
P07/12	Mpower	 [Mpower p=0.972076 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.972076 dcount=0] [Mpower p=0.222656 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.222656 dcount=0]
P07/13	Mpower	 [Mpower p=0.261261 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.261261 dcount=0] [Mpower p=0.195312 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.195312 dcount=0]
P07/14	Mpower	 [Mpower p=0.0521545 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0521545 dcount=0] [Mpower p=0.435791 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.435791 dcount=0]
P07/15	Mpower	 [Mpower p=0.437897 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.437897 dcount=0] [Mpower p=0.115723 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.115723 dcount=0]
P07/16	Mpower	 [Mpower p=0.134094 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.134094 dcount=0] [Mpower p=0.4646 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.4646 dcount=0]
P07/17	Mpower	 [Mpower p=0.126526 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.126526 dcount=0] [Mpower p=0.0913086 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0913086 dcount=0]
P07/18	Mpower	 [Mpower p=0.00442505 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.00442505 dcount=0] [Mpower p=0.422363 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.422363 dcount=0]
P07/19	Mpower	 [Mpower p=0.332458 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.332458 dcount=0] [Mpower p=0.394043 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.394043 dcount=0]
P07/20	Mpower	 [Mpower p=0.688477 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.688477 dcount=0] [Mpower p=0.766113 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.766113 dcount=0]
P07/21	Mpower	 [Mpower p=0.324738 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.324738 dcount=0] [Mpower p=0.762207 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.762207 dcount=0]
P07/22	Mpower	 [Mpower p=0.0611572 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0611572 dcount=0] [Mpower p=0.686768 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.686768 dcount=0]
P07/23	Mpower	 [Mpower p=0.899689 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.899689 dcount=0] [Mpower p=0.179199 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.179199 dcount=0]
P07/24	Mpower	 [Mpower p=0.243774 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.243774 dcount=0] [Mpower p=0.0776367 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0776367 dcount=0]
P07/25	Mpower	 [Mpower p=0.273102 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.273102 dcount=0] [Mpower p=0.0827637 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0827637 dcount=0]
P07/26	Mpower	 [Mpower p=0.72229 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.72229 dcount=0] [Mpower p=0.989258 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.989258 dcount=0]
P07/27	Mpower	 [Mpower p=0.742096 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.742096 dcount=0] [Mpower p=0.293213 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.293213 dcount=0]
P07/28	Mpower	 [Mpower p=0.867493 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.867493 dcount=0] [Mpower p=0.276123 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.276123 dcount=0]
P07/29	Mpower	 [Mpower p=0.978882 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.978882 dcount=0] [Mpower p=0.222412 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.222412 dcount=0]
P07/30	Mpower	 [Mpower p=0.185608 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.185608 dcount=0] [Mpower p=0.670166 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.670166 dcount=0]
P07/31	Mpower	 [Mpower p=0.174377 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.174377 dcount=0] [Mpower p=0.127197 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.127197 dcount=0]
P07/32	Mpower	 [Mpower p=0.111908 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.111908 dcount=0] [Mpower p=0.269531 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.269531 dcount=0]
P07/33	Mpower	 [Mpower p=0.830872 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.830872 dcount=0] [Mpower p=0.0808105 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0808105 dcount=0]
P07/34	Mpower	 [Mpower p=0.254852 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.254852 dcount=0] [Mpower p=0.209229 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.209229 dcount=0]
P07/35	Mpower	 [Mpower p=0.40036 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.40036 dcount=0] [Mpower p=0.0959473 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0959473 dcount=0]
P07/36	Mpower	 [Mpower p=0.250916 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.250916 dcount=0] [Mpower p=0.940186 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.940186 dcount=0]
P07/37	Mpower	 [Mpower p=0.0160522 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0160522 dcount=0] [Mpower p=0.625977 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.625977 dcount=0]
P07/38	Mpower	 [Mpower p=0.17218 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.17218 dcount=0] [Mpower p=0.921143 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.921143 dcount=0]
P07/39	Mpower	 [Mpower p=0.599091 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.599091 dcount=0] [Mpower p=0.750732 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.750732 dcount=0]
P07/40	Mpower	 [Mpower p=0.294647 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.294647 dcount=0] [Mpower p=0.556152 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.556152 dcount=0]
P07/41	Mpower	 [Mpower p=0.461853 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.461853 dcount=0] [Mpower p=0.442383 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.442383 dcount=0]
P07/42	Mpower	 [Mpower p=0.579987 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.579987 dcount=0] [Mpower p=0.662598 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.662598 dcount=0]
P07/43	Mpower	 [Mpower p=0.893677 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.893677 dcount=0] [Mpower p=0.205322 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.205322 dcount=0]
P07/44	Mpower	 [Mpower p=0.0390015 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0390015 dcount=0] [Mpower p=0.483643 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.483643 dcount=0]
P07/45	Mpower	 [Mpower p=0.371643 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.371643 dcount=0] [Mpower p=0.40625 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.40625 dcount=0]
P07/46	Mpower	 [Mpower p=0.14978 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.14978 dcount=0] [Mpower p=0.109131 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.109131 dcount=0]
P07/47	Mpower	 [Mpower p=0.619843 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.619843 dcount=0] [Mpower p=0.934814 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.934814 dcount=0]
P07/48	Mpower	 [Mpower p=0.500854 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.500854 dcount=0] [Mpower p=0.373535 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.373535 dcount=0]
P07/49	Mpower	 [Mpower p=0.207245 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.207245 dcount=0] [Mpower p=0.829834 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.829834 dcount=0]
P07/50	Mpower	 [Mpower p=0.44342 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.44342 dcount=0] [Mpower p=0.684082 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.684082 dcount=0]
P07/51	Mpower	 [Mpower p=0.478729 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.478729 dcount=0] [Mpower p=0.811768 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.811768 dcount=0]
P07/52	Mpower	 [Mpower p=0.859894 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.859894 dcount=0] [Mpower p=0.300781 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.300781 dcount=0]
P07/53	Mpower	 [Mpower p=0.859253 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.859253 dcount=0] [Mpower p=0.721191 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.721191 dcount=0]
P07/54	Mpower	 [Mpower p=0.54834 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.54834 dcount=0] [Mpower p=0.231689 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.231689 dcount=0]
P07/55	Mpower	 [Mpower p=0.212158 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.212158 dcount=0] [Mpower p=0.369873 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.369873 dcount=0]
P07/56	Mpower	 [Mpower p=0.988403 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.988403 dcount=0] [Mpower p=0.713867 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.713867 dcount=0]
P07/57	Mpower	 [Mpower p=0.907501 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.907501 dcount=0] [Mpower p=0.0244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0244141 dcount=0]
P07/58	Mpower	 [Mpower p=0.87262 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.87262 dcount=0] [Mpower p=0.612793 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.612793 dcount=0]
P07/59	Mpower	 [Mpower p=0.622925 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.622925 dcount=0] [Mpower p=0.751221 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.751221 dcount=0]
P07/60	Mpower	 [Mpower p=0.364441 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.364441 dcount=0] [Mpower p=0.591309 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.591309 dcount=0]
P07/61	Mpower	 [Mpower p=0.759186 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.759186 dcount=0] [Mpower p=0.260498 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.260498 dcount=0]
P07/62	Mpower	 [Mpower p=0.352081 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.352081 dcount=0] [Mpower p=0.424072 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.424072 dcount=0]
P07/63	Mpower	 [Mpower p=0.680542 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.680542 dcount=0] [Mpower p=0.839111 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.839111 dcount=0]
P07/64	Mpower	 [Mpower p=0.344727 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.344727 dcount=0] [Mpower p=0.216553 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.216553 dcount=0]
P08/1	Mpower	 [Mpower p=0.497925 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.497925 dcount=0] [Mpower p=0.0751953 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0751953 dcount=0]
P08/2	Mpower	 [Mpower p=0.794281 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.794281 dcount=0] [Mpower p=0.748291 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.748291 dcount=0]
P08/3	Mpower	 [Mpower p=0.592407 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.592407 dcount=0] [Mpower p=0.858643 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.858643 dcount=0]
P08/4	Mpower	 [Mpower p=0.700104 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.700104 dcount=0] [Mpower p=0.838623 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.838623 dcount=0]
P08/5	Mpower	 [Mpower p=0.235352 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.235352 dcount=0] [Mpower p=0.211426 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.211426 dcount=0]
P08/6	Mpower	 [Mpower p=0.905121 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.905121 dcount=0] [Mpower p=0.200684 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.200684 dcount=0]
P08/7	Mpower	 [Mpower p=0.627319 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.627319 dcount=0] [Mpower p=0.884033 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.884033 dcount=0]
P08/8	Mpower	 [Mpower p=0.846771 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.846771 dcount=0] [Mpower p=0.0578613 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0578613 dcount=0]
P08/9	Mpower	 [Mpower p=0.759888 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.759888 dcount=0] [Mpower p=0.738281 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.738281 dcount=0]
P08/10	Mpower	 [Mpower p=0.0531616 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0531616 dcount=0] [Mpower p=0.575684 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.575684 dcount=0]
P08/11	Mpower	 [Mpower p=0.854736 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.854736 dcount=0] [Mpower p=0.524414 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.524414 dcount=0]
P08/12	Mpower	 [Mpower p=0.832306 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.832306 dcount=0] [Mpower p=0.342773 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.342773 dcount=0]
P08/13	Mpower	 [Mpower p=0.323914 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.323914 dcount=0] [Mpower p=0.395752 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.395752 dcount=0]
P08/14	Mpower	 [Mpower p=0.248596 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.248596 dcount=0] [Mpower p=0.35498 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.35498 dcount=0]
P08/15	Mpower	 [Mpower p=0.554962 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.554962 dcount=0] [Mpower p=0.0539551 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0539551 dcount=0]
P08/16	Mpower	 [Mpower p=0.123138 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.123138 dcount=0] [Mpower p=0.596436 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.596436 dcount=0]
P08/17	Mpower	 [Mpower p=0.466003 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.466003 dcount=0] [Mpower p=0.207031 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.207031 dcount=0]
P08/18	Mpower	 [Mpower p=0.000152588 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000152588 dcount=0] [Mpower p=0.505127 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.505127 dcount=0]
P08/19	Mpower	 [Mpower p=0.326935 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.326935 dcount=0] [Mpower p=0.308838 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.308838 dcount=0]
P08/20	Mpower	 [Mpower p=0.879272 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.879272 dcount=0] [Mpower p=0.951172 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.951172 dcount=0]
P08/21	Mpower	 [Mpower p=0.372223 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.372223 dcount=0] [Mpower p=0.344482 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.344482 dcount=0]
P08/22	Mpower	 [Mpower p=0.0253601 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0253601 dcount=0] [Mpower p=0.837402 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.837402 dcount=0]
P08/23	Mpower	 [Mpower p=0.42746 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.42746 dcount=0] [Mpower p=0.117432 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.117432 dcount=0]
P08/24	Mpower	 [Mpower p=0.369171 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.369171 dcount=0] [Mpower p=0.87793 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.87793 dcount=0]
P08/25	Mpower	 [Mpower p=0.478149 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.478149 dcount=0] [Mpower p=0.190918 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.190918 dcount=0]
P08/26	Mpower	 [Mpower p=0.982758 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.982758 dcount=0] [Mpower p=0.656738 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.656738 dcount=0]
P08/27	Mpower	 [Mpower p=0.76593 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.76593 dcount=0] [Mpower p=0.575928 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.575928 dcount=0]
P08/28	Mpower	 [Mpower p=0.314697 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.314697 dcount=0] [Mpower p=0.0368652 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0368652 dcount=0]
P08/29	Mpower	 [Mpower p=0.496857 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.496857 dcount=0] [Mpower p=0.439209 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.439209 dcount=0]
P08/30	Mpower	 [Mpower p=0.294861 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.294861 dcount=0] [Mpower p=0.740234 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.740234 dcount=0]
P08/31	Mpower	 [Mpower p=0.454651 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.454651 dcount=0] [Mpower p=0.079834 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.079834 dcount=0]
P08/32	Mpower	 [Mpower p=0.217773 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.217773 dcount=0] [Mpower p=0.564453 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.564453 dcount=0]
P08/33	Mpower	 [Mpower p=0.558044 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.558044 dcount=0] [Mpower p=0.0769043 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0769043 dcount=0]
P08/34	Mpower	 [Mpower p=0.576172 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.576172 dcount=0] [Mpower p=0.226562 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.226562 dcount=0]
P08/35	Mpower	 [Mpower p=0.19397 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.19397 dcount=0] [Mpower p=0.206543 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.206543 dcount=0]
P08/36	Mpower	 [Mpower p=0.196747 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.196747 dcount=0] [Mpower p=0.225586 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.225586 dcount=0]
P08/37	Mpower	 [Mpower p=0.0441589 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0441589 dcount=0] [Mpower p=0.94043 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.94043 dcount=0]
P08/38	Mpower	 [Mpower p=0.500458 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.500458 dcount=0] [Mpower p=0.333496 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.333496 dcount=0]
P08/39	Mpower	 [Mpower p=0.276459 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.276459 dcount=0] [Mpower p=0.475586 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.475586 dcount=0]
P08/40	Mpower	 [Mpower p=0.441864 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.441864 dcount=0] [Mpower p=0.923096 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.923096 dcount=0]
P08/41	Mpower	 [Mpower p=0.674591 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.674591 dcount=0] [Mpower p=0.679443 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.679443 dcount=0]
P08/42	Mpower	 [Mpower p=0.968811 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.968811 dcount=0] [Mpower p=0.97876 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.97876 dcount=0]
P08/43	Mpower	 [Mpower p=0.822998 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.822998 dcount=0] [Mpower p=0.119873 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.119873 dcount=0]
P08/44	Mpower	 [Mpower p=0.0149841 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0149841 dcount=0] [Mpower p=0.316406 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.316406 dcount=0]
P08/45	Mpower	 [Mpower p=0.311768 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.311768 dcount=0] [Mpower p=0.381836 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.381836 dcount=0]
P08/46	Mpower	 [Mpower p=0.455536 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.455536 dcount=0] [Mpower p=0.0700684 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0700684 dcount=0]
P08/47	Mpower	 [Mpower p=0.675812 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.675812 dcount=0] [Mpower p=0.880615 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.880615 dcount=0]
P08/48	Mpower	 [Mpower p=0.47702 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.47702 dcount=0] [Mpower p=0.395996 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.395996 dcount=0]
