seed_index	world_seed	mode	arm	kappa	subject	run	reducer	Mphase	n_pairs_total	n_pairs_finite	pair_corrected_skewness	pair_positive_fraction	pair_zero_count
4	22360831	benchmark	P0F	0	CS42	R2	mean	0.000299998965156183	14	14	1.88061102724094	0.571428571428571	0
4	22360831	benchmark	P0F	0	CS43	R1	median	0.000223323662045482	14	14	0.117218812390303	0.571428571428571	0
4	22360831	benchmark	P0F	0	CS43	R1	mean	0.000129931238551783	14	14	0.117218812390303	0.571428571428571	0
4	22360831	benchmark	P0F	0	CS43	R2	median	-0.000432372837693755	14	14	1.55846518636762	0.357142857142857	0
4	22360831	benchmark	P0F	0	CS43	R2	mean	0.000224915822835676	14	14	1.55846518636762	0.357142857142857	0
4	22360831	benchmark	P0F	0	CS44	R1	median	-0.000327251363612152	14	14	1.2602194588082	0.214285714285714	0
4	22360831	benchmark	P0F	0	CS44	R1	mean	-0.000352167081138882	14	14	1.2602194588082	0.214285714285714	0
4	22360831	benchmark	P0F	0	CS47	R1	median	-8.48705052867097e-05	14	14	0.342354376099228	0.428571428571429	0
4	22360831	benchmark	P0F	0	CS47	R1	mean	-4.2052943508835e-05	14	14	0.342354376099228	0.428571428571429	0
4	22360831	benchmark	P0F	0	CS47	R2	median	-0.000347137303987944	14	14	-0.707376201919994	0.357142857142857	0
4	22360831	benchmark	P0F	0	CS47	R2	mean	-0.000342143879630442	14	14	-0.707376201919994	0.357142857142857	0
4	22360831	benchmark	P0F	0	CS48	R1	median	-0.000173866054799271	14	14	-0.168231142826934	0.428571428571429	0
4	22360831	benchmark	P0F	0	CS48	R1	mean	-0.000115920697343875	14	14	-0.168231142826934	0.428571428571429	0
4	22360831	benchmark	P0F	0	CS48	R2	median	0.000258738291376488	14	14	0.3607977233369	0.642857142857143	0
4	22360831	benchmark	P0F	0	CS48	R2	mean	0.000392377961607008	14	14	0.3607977233369	0.642857142857143	0
4	22360831	benchmark	P0F	0	CS49	R1	median	-8.40677811938012e-05	12	12	-0.0659882873599688	0.416666666666667	0
4	22360831	benchmark	P0F	0	CS49	R1	mean	-0.00016929658343136	12	12	-0.0659882873599688	0.416666666666667	0
4	22360831	benchmark	P0F	0	CS49	R2	median	0.000150661218162722	14	14	-0.653290500498249	0.571428571428571	0
4	22360831	benchmark	P0F	0	CS49	R2	mean	2.87509080720553e-05	14	14	-0.653290500498249	0.571428571428571	0
4	22360831	benchmark	P0F	0	CS51	R1	median	-0.00043140931244044	14	14	0.960985801409626	0.285714285714286	0
4	22360831	benchmark	P0F	0	CS51	R1	mean	-0.000386354447938872	14	14	0.960985801409626	0.285714285714286	0
4	22360831	benchmark	P0F	0	CS51	R2	median	0.000644241038270402	12	12	-0.620934800749707	0.583333333333333	0
4	22360831	benchmark	P0F	0	CS51	R2	mean	0.000188859475890986	12	12	-0.620934800749707	0.583333333333333	0
4	22360831	benchmark	P0F	0	CS53	R1	median	-0.000651003036715879	12	12	1.29118421798456	0.25	0
4	22360831	benchmark	P0F	0	CS53	R1	mean	-0.00036320511622363	12	12	1.29118421798456	0.25	0
4	22360831	benchmark	P0F	0	CS53	R2	median	-0.000274787833766045	8	8	1.53030451978918	0.375	0
4	22360831	benchmark	P0F	0	CS53	R2	mean	-0.000184042180496013	8	8	1.53030451978918	0.375	0
4	22360831	benchmark	P0F	0	CS54	R1	median	-0.000187643885660795	7	7	1.39905446569056	0.285714285714286	0
4	22360831	benchmark	P0F	0	CS54	R1	mean	9.55888597225802e-06	7	7	1.39905446569056	0.285714285714286	0
4	22360831	benchmark	P0F	0	CS54	R2	median	0.000165887032115299	7	7	0.547108501126857	0.571428571428571	0
4	22360831	benchmark	P0F	0	CS54	R2	mean	0.000176395806835858	7	7	0.547108501126857	0.571428571428571	0
4	22360831	benchmark	P0F	0	CS55	R1	median	5.72783057517168e-05	14	14	0.238212519884475	0.571428571428571	0
4	22360831	benchmark	P0F	0	CS55	R1	mean	0.000162359867784296	14	14	0.238212519884475	0.571428571428571	0
4	22360831	benchmark	P0F	0	CS55	R2	median	4.80346888840878e-05	14	14	0.13364792281302	0.642857142857143	0
4	22360831	benchmark	P0F	0	CS55	R2	mean	0.000198542425922838	14	14	0.13364792281302	0.642857142857143	0
4	22360831	benchmark	P0F	0	CS56	R1	median	-0.00128972659133602	12	12	2.10565932750381	0.0833333333333333	0
4	22360831	benchmark	P0F	0	CS56	R1	mean	-0.000969426073045077	12	12	2.10565932750381	0.0833333333333333	0
4	22360831	benchmark	P0F	0	CS56	R2	median	-0.00027692707651101	12	12	1.50159906006188	0.416666666666667	0
4	22360831	benchmark	P0F	0	CS56	R2	mean	0.000100304036883414	12	12	1.50159906006188	0.416666666666667	0
4	22360831	benchmark	P0F	0	CS57	R1	median	-0.000154984366505926	12	12	1.79504879101163	0.416666666666667	0
4	22360831	benchmark	P0F	0	CS57	R1	mean	-1.99621299256408e-05	12	12	1.79504879101163	0.416666666666667	0
4	22360831	benchmark	P0F	0	CS57	R2	median	-0.00055636328581139	12	12	1.2740684712283	0.333333333333333	0
4	22360831	benchmark	P0F	0	CS57	R2	mean	-0.000250014134639149	12	12	1.2740684712283	0.333333333333333	0
4	22360831	benchmark	P0F	0	CS58	R1	median	0.000407619975939928	7	7	-1.03129946648725	0.857142857142857	0
4	22360831	benchmark	P0F	0	CS58	R1	mean	0.000395746813674086	7	7	-1.03129946648725	0.857142857142857	0
4	22360831	benchmark	P0F	0	CS60	R1	median	-0.000130464990886467	14	14	0.431167031288862	0.357142857142857	0
4	22360831	benchmark	P0F	0	CS60	R1	mean	-0.00017918414191208	14	14	0.431167031288862	0.357142857142857	0
4	22360831	benchmark	P0F	0	CS62	R1	median	0.000154224525665624	7	7	-0.380556898623064	0.571428571428571	0
4	22360831	benchmark	P0F	0	CS62	R1	mean	-0.000196819486172058	7	7	-0.380556898623064	0.571428571428571	0
4	22360831	benchmark	P0F	0	CS62	R2	median	-9.92679022908651e-05	7	7	0.254596300090128	0.428571428571429	0
4	22360831	benchmark	P0F	0	CS62	R2	mean	-5.56528090753725e-05	7	7	0.254596300090128	0.428571428571429	0
